Datetime,Open,High,Low,Close,Adj Close,Volume
2022-08-22 09:30:00-04:00,148.97999572753906,148.97999572753906,148.97999572753906,148.97999572753906,148.97999572753906,4221
2022-08-22 09:31:00-04:00,148.92999267578125,148.99000549316406,148.83999633789062,148.99000549316406,148.99000549316406,1938
2022-08-22 09:32:00-04:00,148.99000549316406,149.08999633789062,148.9499969482422,149.08999633789062,149.08999633789062,6190
2022-08-22 09:33:00-04:00,149.10000610351562,149.47999572753906,148.97999572753906,149.33999633789062,149.33999633789062,126290
2022-08-22 09:34:00-04:00,149.3000030517578,149.5399932861328,149.1999969482422,149.49249267578125,149.49249267578125,24405
2022-08-22 09:35:00-04:00,149.46499633789062,149.69000244140625,149.42999267578125,149.47000122070312,149.47000122070312,23903
2022-08-22 09:36:00-04:00,149.41000366210938,149.5800018310547,149.1999969482422,149.22000122070312,149.22000122070312,23653
2022-08-22 09:37:00-04:00,149.16000366210938,149.24000549316406,149.0399932861328,149.17999267578125,149.17999267578125,12199
2022-08-22 09:38:00-04:00,149.1300048828125,149.4199981689453,149.10000610351562,149.38999938964844,149.38999938964844,14829
2022-08-22 09:39:00-04:00,149.39999389648438,149.5637969970703,149.39999389648438,149.48500061035156,149.48500061035156,10237
2022-08-22 09:40:00-04:00,149.47500610351562,149.57000732421875,149.4499969482422,149.5500030517578,149.5500030517578,10767
2022-08-22 09:41:00-04:00,149.57000732421875,149.5800018310547,149.44500732421875,149.4600067138672,149.4600067138672,13915
2022-08-22 09:42:00-04:00,149.4600067138672,149.55999755859375,149.42999267578125,149.42999267578125,149.42999267578125,17688
2022-08-22 09:43:00-04:00,149.4499969482422,149.57000732421875,149.38999938964844,149.56500244140625,149.56500244140625,9187
2022-08-22 09:44:00-04:00,149.5800018310547,149.6199951171875,149.49000549316406,149.49000549316406,149.49000549316406,14832
2022-08-22 09:45:00-04:00,149.47999572753906,149.5500030517578,149.4499969482422,149.47999572753906,149.47999572753906,12085
2022-08-22 09:46:00-04:00,149.49000549316406,149.5399932861328,149.47000122070312,149.5399932861328,149.5399932861328,9296
2022-08-22 09:47:00-04:00,149.52000427246094,149.52999877929688,149.44000244140625,149.4949951171875,149.4949951171875,11905
2022-08-22 09:48:00-04:00,149.49000549316406,149.52000427246094,149.4528045654297,149.52000427246094,149.52000427246094,8412
2022-08-22 09:49:00-04:00,149.51499938964844,149.52999877929688,149.47999572753906,149.47999572753906,149.47999572753906,10595
2022-08-22 09:50:00-04:00,149.52000427246094,149.72000122070312,149.47000122070312,149.6999969482422,149.6999969482422,89039
2022-08-22 09:51:00-04:00,149.7100067138672,149.72999572753906,149.6199951171875,149.64999389648438,149.64999389648438,17944
2022-08-22 09:52:00-04:00,149.6475067138672,149.8450927734375,149.6475067138672,149.8450927734375,149.8450927734375,14928
2022-08-22 09:53:00-04:00,149.82000732421875,149.83999633789062,149.75999450683594,149.82000732421875,149.82000732421875,11352
2022-08-22 09:54:00-04:00,149.7899932861328,149.82000732421875,149.75999450683594,149.7899932861328,149.7899932861328,17244
2022-08-22 09:55:00-04:00,149.78070068359375,149.80230712890625,149.74000549316406,149.75,149.75,13255
2022-08-22 09:56:00-04:00,149.75,149.85000610351562,149.7449951171875,149.80999755859375,149.80999755859375,18821
2022-08-22 09:57:00-04:00,149.8000030517578,149.88999938964844,149.77000427246094,149.85499572753906,149.85499572753906,13935
2022-08-22 09:58:00-04:00,149.83999633789062,149.86000061035156,149.82000732421875,149.86000061035156,149.86000061035156,8368
2022-08-22 09:59:00-04:00,149.8800048828125,149.9481964111328,149.8699951171875,149.94500732421875,149.94500732421875,12037
2022-08-22 10:00:00-04:00,149.9499969482422,149.99000549316406,149.8800048828125,149.97999572753906,149.97999572753906,43645
2022-08-22 10:01:00-04:00,149.97999572753906,150.0850067138672,149.97999572753906,150.02000427246094,150.02000427246094,36678
2022-08-22 10:02:00-04:00,150.07000732421875,150.1300048828125,150.04539489746094,150.04539489746094,150.04539489746094,16624
2022-08-22 10:03:00-04:00,150.0399932861328,150.05999755859375,149.9600067138672,150.0399932861328,150.0399932861328,10590
2022-08-22 10:04:00-04:00,150.0399932861328,150.08999633789062,149.9149932861328,149.9149932861328,149.9149932861328,12093
2022-08-22 10:05:00-04:00,149.92999267578125,149.97000122070312,149.83999633789062,149.83999633789062,149.83999633789062,8211
2022-08-22 10:06:00-04:00,149.86000061035156,149.95599365234375,149.83999633789062,149.9199981689453,149.9199981689453,16368
2022-08-22 10:07:00-04:00,149.9149932861328,150.02000427246094,149.9149932861328,150.02000427246094,150.02000427246094,10931
2022-08-22 10:08:00-04:00,150.02000427246094,150.02000427246094,149.9149932861328,149.9550018310547,149.9550018310547,7378
2022-08-22 10:09:00-04:00,149.94000244140625,149.94000244140625,149.85000610351562,149.92999267578125,149.92999267578125,23612
2022-08-22 10:10:00-04:00,149.93499755859375,149.93499755859375,149.72000122070312,149.82989501953125,149.82989501953125,22259
2022-08-22 10:11:00-04:00,149.82000732421875,149.89999389648438,149.7899932861328,149.7899932861328,149.7899932861328,15220
2022-08-22 10:12:00-04:00,149.7899932861328,149.8000030517578,149.74009704589844,149.7949981689453,149.7949981689453,12160
2022-08-22 10:13:00-04:00,149.80340576171875,149.83059692382812,149.72000122070312,149.75,149.75,9652
2022-08-22 10:14:00-04:00,149.74000549316406,149.82000732421875,149.72000122070312,149.75,149.75,14592
2022-08-22 10:15:00-04:00,149.73500061035156,149.77499389648438,149.72999572753906,149.75,149.75,25438
2022-08-22 10:16:00-04:00,149.75999450683594,149.77000427246094,149.63999938964844,149.68870544433594,149.68870544433594,22304
2022-08-22 10:17:00-04:00,149.6999969482422,149.73500061035156,149.6300048828125,149.6645965576172,149.6645965576172,13925
2022-08-22 10:18:00-04:00,149.64999389648438,149.72999572753906,149.6300048828125,149.72999572753906,149.72999572753906,8069
2022-08-22 10:19:00-04:00,149.72000122070312,149.76499938964844,149.68499755859375,149.75,149.75,8551
2022-08-22 10:20:00-04:00,149.72999572753906,149.82000732421875,149.69000244140625,149.82000732421875,149.82000732421875,5723
2022-08-22 10:21:00-04:00,149.8000030517578,149.8699951171875,149.7899932861328,149.86309814453125,149.86309814453125,7882
2022-08-22 10:22:00-04:00,149.8560028076172,149.8560028076172,149.8000030517578,149.8000030517578,149.8000030517578,7112
2022-08-22 10:23:00-04:00,149.82000732421875,149.84500122070312,149.75999450683594,149.77000427246094,149.77000427246094,9050
2022-08-22 10:24:00-04:00,149.77630615234375,149.8000030517578,149.75,149.77000427246094,149.77000427246094,6349
2022-08-22 10:25:00-04:00,149.78500366210938,149.8699951171875,149.78500366210938,149.82000732421875,149.82000732421875,14002
2022-08-22 10:26:00-04:00,149.82000732421875,149.82000732421875,149.75,149.7899932861328,149.7899932861328,7434
2022-08-22 10:27:00-04:00,149.7899932861328,149.80999755859375,149.74000549316406,149.76199340820312,149.76199340820312,8929
2022-08-22 10:28:00-04:00,149.75,149.75,149.6699981689453,149.69000244140625,149.69000244140625,6893
2022-08-22 10:29:00-04:00,149.67999267578125,149.6999969482422,149.58999633789062,149.63999938964844,149.63999938964844,6369
2022-08-22 10:30:00-04:00,149.66000366210938,149.72999572753906,149.64999389648438,149.72000122070312,149.72000122070312,21433
2022-08-22 10:31:00-04:00,149.6999969482422,149.7100067138672,149.69000244140625,149.6999969482422,149.6999969482422,11776
2022-08-22 10:32:00-04:00,149.69000244140625,149.69000244140625,149.58999633789062,149.66000366210938,149.66000366210938,12222
2022-08-22 10:33:00-04:00,149.64999389648438,149.75,149.64999389648438,149.7100067138672,149.7100067138672,19576
2022-08-22 10:34:00-04:00,149.6999969482422,149.77000427246094,149.67999267578125,149.77000427246094,149.77000427246094,8917
2022-08-22 10:35:00-04:00,149.75999450683594,149.77000427246094,149.72500610351562,149.72999572753906,149.72999572753906,9006
2022-08-22 10:36:00-04:00,149.72999572753906,149.74000549316406,149.61000061035156,149.61000061035156,149.61000061035156,10219
2022-08-22 10:37:00-04:00,149.6199951171875,149.75999450683594,149.60000610351562,149.6699981689453,149.6699981689453,17569
2022-08-22 10:38:00-04:00,149.64999389648438,149.64999389648438,149.60000610351562,149.6199951171875,149.6199951171875,19624
2022-08-22 10:39:00-04:00,149.61439514160156,149.7100067138672,149.60000610351562,149.6699981689453,149.6699981689453,11440
2022-08-22 10:40:00-04:00,149.64920043945312,149.72999572753906,149.64920043945312,149.72999572753906,149.72999572753906,11093
2022-08-22 10:41:00-04:00,149.74000549316406,149.77999877929688,149.74000549316406,149.75999450683594,149.75999450683594,7839
2022-08-22 10:42:00-04:00,149.7720947265625,149.82000732421875,149.77000427246094,149.7899932861328,149.7899932861328,8975
